example_id,outlier_score_max_abs_pair_ll_change,kept_for_robust
853,29.5384521484375,True
854,75.048095703125,True
855,24.6097412109375,True
856,21.01434326171875,True
857,21.891357421875,True
858,49.635986328125,True
859,27.28839111328125,True
860,80.8677978515625,True
861,48.92669677734375,True
862,311.3858337402344,False
863,17.5810546875,True
864,40.456298828125,True
865,44.06787109375,True
866,63.79071044921875,True
867,41.1549072265625,True
868,84.80914306640625,True
869,110.11279296875,True
870,52.18499755859375,True
871,70.1646728515625,True
872,38.88751220703125,True
873,43.96490478515625,True
874,47.0162353515625,True
875,46.0882568359375,True
876,54.5107421875,True
877,44.8709716796875,True
878,34.9930419921875,True
879,14.862548828125,True
880,28.38763427734375,True
881,61.45770263671875,True
882,57.6732177734375,True
883,33.70947265625,True
884,70.52923583984375,True
885,47.09246826171875,True
886,89.54925537109375,True
887,34.93072509765625,True
888,80.039794921875,True
889,17.90264892578125,True
890,40.549560546875,True
891,131.8050537109375,False
892,44.6484375,True
893,70.6080322265625,True
894,42.0205078125,True
895,55.37451171875,True
896,56.093505859375,True
897,57.6922607421875,True
898,43.05792236328125,True
899,34.3316650390625,True
900,35.5972900390625,True
901,21.735595703125,True
902,37.3453369140625,True
903,55.9490966796875,True
904,66.23016357421875,True
905,30.9681396484375,True
906,26.6597900390625,True
907,21.9437255859375,True
908,39.083709716796875,True
909,23.3624267578125,True
910,52.8798828125,True
911,51.200653076171875,True
912,80.6324462890625,True
913,35.382659912109375,True
914,36.95477294921875,True
915,76.2249755859375,True
916,64.0977783203125,True
917,30.429443359375,True
918,82.8223876953125,True
919,63.358642578125,True
920,73.33172607421875,True
921,27.63458251953125,True
922,35.478485107421875,True
923,18.74688720703125,True
924,51.6522216796875,True
925,74.6016845703125,True
926,81.3946533203125,True
927,69.061767578125,True
928,35.59259033203125,True
929,78.089111328125,True
930,66.6409912109375,True
931,78.87300048828138,True
932,45.6241455078125,True
933,80.0546875,True
934,36.6904296875,True
935,52.5880126953125,True
936,73.7086181640625,True
937,47.161346435546875,True
938,77.429443359375,True
939,93.119140625,True
940,44.044189453125,True
941,44.67864990234375,True
942,63.697998046875,True
943,53.4346923828125,True
944,43.292724609375,True
945,57.99249267578125,True
946,102.694091796875,True
947,69.224609375,True
948,77.84564208984375,True
949,21.55133056640625,True
950,28.29364013671875,True
951,75.258544921875,True
952,29.9398193359375,True
953,26.198974609375,True
954,89.1800537109375,True
955,82.12176513671875,True
956,12.2755126953125,True
957,78.87300048828138,True
958,57.95556640625,True
959,34.84783935546875,True
960,43.18377685546875,True
961,115.75555419921875,False
962,82.388916015625,True
963,39.821044921875,True
964,49.686767578125,True
965,34.380859375,True
966,77.2216796875,True
967,23.9921875,True
968,55.0008544921875,True
969,54.70361328125,True
970,56.617919921875,True
971,23.2752685546875,True
972,49.7103271484375,True
973,57.0980224609375,True
974,62.99853515625,True
975,27.45709228515625,True
976,55.4105224609375,True
977,45.087249755859375,True
978,29.772979736328125,True
979,40.09918212890625,True
980,66.225830078125,True
981,59.34283447265625,True
982,30.921966552734375,True
983,52.0135498046875,True
984,44.49176025390625,True
985,30.66961669921875,True
986,37.0509033203125,True
987,27.9007568359375,True
988,20.29449462890625,True
989,46.764617919921875,True
990,61.81146240234375,True
991,78.682861328125,True
992,23.4375,True
993,67.53009033203125,True
994,53.92431640625,True
995,48.4239501953125,True
996,24.77783203125,True
997,81.31695556640625,True
998,42.3179931640625,True
999,40.38446044921875,True
